neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365
Manhattan,40.76841,-73.95402,Entire home/apt,2,2
Brooklyn,40.71015,-73.94672,Entire home/apt,90,3
Manhattan,40.77759,-73.95321,Private room,1,43
Queens,40.69766,-73.90354,Entire home/apt,1,121
Brooklyn,40.6881,-73.91312,Private room,5,140
Brooklyn,40.71301,-73.95845,Entire home/apt,2,27
Manhattan,40.81899,-73.94584,Private room,30,292
Brooklyn,40.71594,-73.94113,Entire home/apt,2,74
Brooklyn,40.68306,-73.93104,Entire home/apt,5,244
Queens,40.74793,-73.92034,Private room,4,69
Bronx,40.83251,-73.91217,Private room,1,365
Brooklyn,40.67052,-73.95612,Private room,1,153
Brooklyn,40.68164,-73.93497,Entire home/apt,4,201
Manhattan,40.80718,-73.94907,Entire home/apt,2,1
Bronx,40.86918,-73.8905,Private room,1,5
Brooklyn,40.69255,-73.93915,Private room,1,3
Manhattan,40.84874,-73.94202,Private room,1,299
Manhattan,40.79749,-73.93336,Private room,1,177
Brooklyn,40.68906,-73.97897,Private room,1,67
Brooklyn,40.68949,-73.92784,Entire home/apt,3,89
Manhattan,40.7176,-73.99728,Private room,1,55
Manhattan,40.78605,-73.97354,Entire home/apt,1,327
Brooklyn,40.68216,-73.90642,Private room,1,166
Manhattan,40.76592,-73.98095,Private room,3,5
Brooklyn,40.65937,-73.9348,Private room,1,343
Bronx,40.85539,-73.88769,Private room,1,359
Brooklyn,40.67991,-73.98368,Private room,1,365
Brooklyn,40.64521,-73.94452,Entire home/apt,5,75
Brooklyn,40.68315,-73.90908,Private room,2,325
Manhattan,40.75215,-73.97152,Entire home/apt,30,309
Brooklyn,40.64621,-73.96208,Private room,14,76
Brooklyn,40.67649,-73.96499,Private room,2,82
Brooklyn,40.67773,-73.98312,Private room,1,361
Brooklyn,40.69584,-73.90794,Entire home/apt,3,251
Manhattan,40.80302,-73.95605,Private room,6,28
Manhattan,40.85768,-73.93247,Private room,3,180
Manhattan,40.80708,-73.95211,Private room,3,332
Manhattan,40.76015,-73.98497,Entire home/apt,1,301
Brooklyn,40.66034,-73.91416,Private room,2,191
Manhattan,40.76247,-73.99225,Entire home/apt,21,203
Manhattan,40.72697,-73.98373,Entire home/apt,2,183
Manhattan,40.74657,-73.98685,Entire home/apt,2,304
Manhattan,40.75702,-73.96503,Entire home/apt,30,154
Brooklyn,40.6663,-73.87448,Entire home/apt,3,70
Brooklyn,40.70865,-73.94507,Entire home/apt,4,4
Brooklyn,40.6763,-73.96528,Entire home/apt,14,22
Bronx,40.85234,-73.82969,Entire home/apt,7,179
Brooklyn,40.69349,-73.90726,Private room,4,79
Brooklyn,40.66733,-73.95667,Private room,30,281
Manhattan,40.73326,-74.00511,Entire home/apt,3,255
Brooklyn,40.68263,-73.92264,Entire home/apt,3,275
Brooklyn,40.66081,-73.94963,Entire home/apt,2,211
Queens,40.7561,-73.80622,Private room,1,156
Brooklyn,40.69935,-73.92407,Private room,2,68
Manhattan,40.75468,-73.96563,Entire home/apt,4,1
Queens,40.77503,-73.91882,Private room,1,309
Brooklyn,40.62567,-73.93784,Private room,1,59
Manhattan,40.71573,-73.99176,Private room,20,218
Brooklyn,40.68125,-73.92326,Private room,1,129
Brooklyn,40.7084,-73.94488,Private room,1,89
Brooklyn,40.71901,-73.9571,Private room,1,85
Brooklyn,40.70012,-73.93775,Private room,3,131
Manhattan,40.72056,-73.98894,Entire home/apt,7,306
Manhattan,40.72576,-73.98582,Entire home/apt,4,198
Brooklyn,40.70719,-73.94021,Private room,2,362
Manhattan,40.85229,-73.9394,Private room,2,365
Manhattan,40.70744,-74.01048,Entire home/apt,2,331
Queens,40.75537,-73.91648,Private room,4,173
Manhattan,40.73291,-74.00916,Entire home/apt,4,66
Brooklyn,40.65229,-73.96551,Entire home/apt,2,24
Manhattan,40.85329,-73.9291,Entire home/apt,2,127
Queens,40.7657,-73.92469,Private room,2,318
Manhattan,40.74111,-73.97951,Entire home/apt,30,325
Queens,40.69034,-73.84611,Private room,3,178
Bronx,40.86729,-73.89046,Private room,2,364
Brooklyn,40.68757,-73.91343,Private room,5,139
Brooklyn,40.69137,-73.96,Entire home/apt,2,67
Queens,40.77497,-73.91425,Entire home/apt,4,38
Bronx,40.85258,-73.78762,Entire home/apt,3,16
Manhattan,40.72195,-73.98861,Shared room,15,347
Manhattan,40.76094,-73.97318,Entire home/apt,5,135
Manhattan,40.77029,-73.98761,Private room,3,158
Queens,40.71933,-73.84984,Private room,2,363
Manhattan,40.7319,-73.98658,Entire home/apt,8,188
Brooklyn,40.68647,-73.92849,Entire home/apt,2,291
Manhattan,40.76132,-73.99298,Entire home/apt,30,4
Manhattan,40.75733,-73.96577,Entire home/apt,1,248
Brooklyn,40.68699,-73.92258,Entire home/apt,3,290
Brooklyn,40.61859,-74.03644,Private room,28,263
Queens,40.6599,-73.73221,Entire home/apt,2,38
Manhattan,40.72208,-73.98109,Private room,1,238
Brooklyn,40.69361,-73.93441,Private room,2,73
Brooklyn,40.6873,-73.97906,Entire home/apt,7,33
Brooklyn,40.66128,-73.94797,Entire home/apt,3,154
Manhattan,40.79796,-73.93921,Private room,32,39
Manhattan,40.76581,-73.98867,Entire home/apt,1,222
Queens,40.7452,-73.9535,Entire home/apt,2,239
Manhattan,40.81781,-73.94577,Entire home/apt,30,331
Brooklyn,40.68301,-73.9138,Entire home/apt,4,14
Brooklyn,40.66946,-73.95008,Entire home/apt,3,314
Manhattan,40.81381,-73.94549,Entire home/apt,1,262
Queens,40.75813,-73.92152,Private room,1,341
Manhattan,40.70649,-74.01227,Entire home/apt,2,273
Manhattan,40.74031,-73.9986,Entire home/apt,3,13
Manhattan,40.7966,-73.93345,Private room,4,51
Queens,40.7553,-73.88702,Private room,2,356
Manhattan,40.7637,-73.99184,Entire home/apt,1,2
Brooklyn,40.70741,-73.94285,Private room,6,71
Manhattan,40.76263,-73.97664,Entire home/apt,3,38
Manhattan,40.7147,-73.99279,Private room,2,117
Manhattan,40.79611,-73.94906,Entire home/apt,3,249
Manhattan,40.75407,-73.99528,Private room,7,271
Queens,40.7612,-73.8214,Entire home/apt,1,90
Brooklyn,40.63485,-73.92055,Shared room,2,3
Bronx,40.82848,-73.85466,Entire home/apt,2,247
Queens,40.70108,-73.90222,Entire home/apt,2,40
Manhattan,40.79755,-73.93614,Private room,2,364
Queens,40.60106,-73.75154,Entire home/apt,1,129
Brooklyn,40.68856,-73.91503,Private room,4,8
Manhattan,40.80084,-73.94514,Shared room,1,358
Brooklyn,40.67755,-73.91598,Private room,30,221
Brooklyn,40.64432,-73.90556,Entire home/apt,5,90
Manhattan,40.74865,-73.98158,Entire home/apt,3,187
Manhattan,40.81709,-73.93866,Entire home/apt,1,69
Manhattan,40.73002,-74.00107,Entire home/apt,2,207
Brooklyn,40.70183,-73.92028,Private room,1,66
Brooklyn,40.6758,-73.96251,Entire home/apt,3,188
Brooklyn,40.64499,-74.02437,Private room,30,365
Brooklyn,40.63445,-74.00524,Private room,1,365
Brooklyn,40.69389,-73.9354,Private room,1,69
Manhattan,40.75294,-73.9733,Entire home/apt,2,268
Brooklyn,40.71157,-73.95846,Entire home/apt,8,59
Brooklyn,40.63359,-74.02302,Entire home/apt,30,191
Manhattan,40.8296,-73.94651,Entire home/apt,2,12
Brooklyn,40.57755,-73.96667,Entire home/apt,3,161
Brooklyn,40.67327,-73.8872,Private room,1,231
Manhattan,40.74819,-73.99224,Private room,1,245
Manhattan,40.73236,-74.00213,Entire home/apt,3,155
Queens,40.67574,-73.85601,Entire home/apt,3,233
Manhattan,40.81389,-73.94239,Private room,5,260
Manhattan,40.71877,-73.99055,Entire home/apt,4,160
Brooklyn,40.64464,-73.94807,Entire home/apt,2,93
Brooklyn,40.68528,-73.98634,Private room,1,25
Brooklyn,40.65838,-73.96048,Entire home/apt,2,6
Queens,40.70717,-73.89395,Private room,3,64
Brooklyn,40.67911,-73.9725,Entire home/apt,2,5
Manhattan,40.74707,-74.00332,Entire home/apt,7,214
Queens,40.75639,-73.91619,Private room,25,155
Brooklyn,40.69243,-73.90741,Entire home/apt,2,35
Brooklyn,40.69186,-73.9221,Private room,2,88
Manhattan,40.86888,-73.92059,Private room,2,188
Manhattan,40.70455,-74.01008,Entire home/apt,30,185
Manhattan,40.72895,-73.9934,Entire home/apt,30,167
Bronx,40.83466,-73.90278,Private room,3,365
Manhattan,40.7609,-73.98594,Entire home/apt,30,189
Queens,40.77949,-73.91015,Private room,2,166
Manhattan,40.81604,-73.94017,Private room,2,5
Queens,40.73715,-73.84792,Private room,5,80
Brooklyn,40.67772,-73.9233,Private room,2,310
Manhattan,40.76577,-73.9855,Private room,1,365
Manhattan,40.78012,-73.98439,Entire home/apt,1,146
Brooklyn,40.71787,-73.94171,Private room,2,66
Queens,40.72103,-73.89458,Private room,1,364
Bronx,40.82145,-73.92856,Entire home/apt,2,288
Brooklyn,40.66604,-73.95086,Private room,4,170
Manhattan,40.71756,-73.99503,Entire home/apt,4,265
Queens,40.76025,-73.8221,Entire home/apt,30,291
Brooklyn,40.70111,-73.92677,Entire home/apt,2,66
Brooklyn,40.64061,-73.99216,Private room,2,365
Brooklyn,40.68817,-73.95479,Private room,2,189
Manhattan,40.7607,-73.98347,Entire home/apt,30,188
Brooklyn,40.66204,-73.88946,Entire home/apt,2,255
Queens,40.73707,-73.92082,Shared room,7,206
Brooklyn,40.69349,-73.91109,Private room,1,179
Manhattan,40.82584,-73.95024,Private room,1,89
Brooklyn,40.67762,-73.91565,Private room,30,246
Manhattan,40.76195,-73.97148,Entire home/apt,1,211
Brooklyn,40.694,-73.93354,Entire home/apt,2,21
Manhattan,40.73081,-73.98876,Entire home/apt,5,155
Brooklyn,40.67968,-73.9595,Entire home/apt,30,83
Brooklyn,40.67657,-73.96465,Private room,2,17
Manhattan,40.77526,-73.95075,Entire home/apt,5,115
Brooklyn,40.72537,-73.94076,Entire home/apt,30,330
Manhattan,40.74143,-73.99469,Entire home/apt,30,323
Manhattan,40.84492,-73.93673,Private room,2,223
Queens,40.75606,-73.87787,Private room,1,350
Manhattan,40.71765,-73.99457,Entire home/apt,30,113
Brooklyn,40.67414,-73.9662,Private room,2,63
Manhattan,40.77146,-73.95482,Entire home/apt,6,101
Brooklyn,40.67817,-73.99495,Entire home/apt,2,272
Manhattan,40.77743,-73.94977,Entire home/apt,31,338
Brooklyn,40.70089,-73.98253,Private room,1,7
Manhattan,40.75114,-73.99831,Entire home/apt,30,341
Manhattan,40.73638,-73.98089,Entire home/apt,30,242
Manhattan,40.74029,-73.98337,Entire home/apt,1,133
Staten Island,40.6105,-74.09132,Entire home/apt,1,339
Queens,40.75971,-73.86607,Entire home/apt,2,135
Manhattan,40.75514,-73.96773,Private room,60,327
Bronx,40.84752,-73.92293,Private room,1,180
Queens,40.70887,-73.78275,Entire home/apt,2,10
Manhattan,40.77127,-73.99237,Entire home/apt,2,251
Brooklyn,40.66579,-73.98991,Entire home/apt,2,220
Brooklyn,40.73388,-73.95536,Entire home/apt,3,56
Manhattan,40.70522,-74.00925,Private room,7,351
Brooklyn,40.70234,-73.91849,Private room,2,225
Brooklyn,40.66449,-73.99047,Private room,4,290
Queens,40.71477,-73.82012,Private room,5,301
Manhattan,40.83694,-73.94212,Entire home/apt,3,363
Brooklyn,40.58624,-73.9448,Private room,1,85
Manhattan,40.71171,-73.99077,Entire home/apt,30,46
Staten Island,40.60613,-74.08907,Private room,4,346
Brooklyn,40.69222,-73.91971,Entire home/apt,2,351
Brooklyn,40.69288,-73.946,Private room,2,344
Queens,40.77324,-73.90385,Private room,1,332
Manhattan,40.79831,-73.96052,Entire home/apt,30,147
Brooklyn,40.69449,-73.91874,Private room,2,56
Brooklyn,40.67994,-73.97863,Entire home/apt,5,18
Brooklyn,40.64509,-73.94825,Shared room,30,342
Brooklyn,40.69691,-73.96713,Private room,1,83
Staten Island,40.6406,-74.11702,Entire home/apt,2,45
Brooklyn,40.66939,-73.94839,Entire home/apt,2,306
Bronx,40.91234,-73.89417,Private room,1,179
Manhattan,40.78489,-73.97345,Private room,20,125
Brooklyn,40.66168,-73.86665,Private room,1,319
Manhattan,40.75421,-73.96834,Entire home/apt,3,365
Manhattan,40.80393,-73.95838,Private room,3,246
Manhattan,40.73477,-74.00275,Entire home/apt,14,284
Manhattan,40.791,-73.97545,Entire home/apt,2,2
Queens,40.76962,-73.92477,Private room,2,283
Manhattan,40.74385,-73.97219,Entire home/apt,30,211
Bronx,40.84546,-73.89013,Entire home/apt,1,179
Brooklyn,40.57531,-74.00518,Entire home/apt,4,19
Brooklyn,40.57936,-73.95388,Entire home/apt,7,7
Manhattan,40.70863,-74.00541,Entire home/apt,29,357
Manhattan,40.76243,-73.99078,Private room,3,5
Manhattan,40.74327,-73.99848,Entire home/apt,3,125
Manhattan,40.77815,-73.95902,Entire home/apt,31,273
Brooklyn,40.7205,-73.94717,Entire home/apt,3,3
Brooklyn,40.63981,-73.97165,Shared room,1,22
Manhattan,40.79092,-73.97426,Entire home/apt,3,4
Brooklyn,40.68087,-73.92061,Private room,3,322
Manhattan,40.81818,-73.95506,Shared room,1,98
Queens,40.74494,-73.89255,Entire home/apt,1,56
Manhattan,40.77693,-73.95632,Private room,3,138
Brooklyn,40.6703,-73.93597,Entire home/apt,3,13
Manhattan,40.7232,-73.9946,Private room,1,45
Brooklyn,40.7023,-73.91911,Private room,1,56
Manhattan,40.81842,-73.9391,Private room,2,14
Manhattan,40.82283,-73.95247,Private room,14,185
Manhattan,40.75406,-73.96436,Entire home/apt,30,343
Manhattan,40.74569,-73.9922,Entire home/apt,30,357
Brooklyn,40.68831,-73.9393,Entire home/apt,1,206
Manhattan,40.73159,-73.97472,Private room,14,128
Manhattan,40.76116,-73.99031,Entire home/apt,3,259
Queens,40.72077,-73.81485,Entire home/apt,4,352
Queens,40.71959,-73.78849,Private room,1,65
Bronx,40.84672,-73.90411,Private room,1,167
Manhattan,40.82536,-73.94923,Entire home/apt,3,237
Manhattan,40.83185,-73.94806,Private room,5,316
Brooklyn,40.68507,-73.91329,Private room,2,311
Manhattan,40.7726,-73.97928,Shared room,3,302
Manhattan,40.74792,-73.97614,Entire home/apt,2,91
Manhattan,40.79765,-73.96245,Entire home/apt,2,236
Manhattan,40.82426,-73.95231,Entire home/apt,3,119
Brooklyn,40.67554,-73.96384,Entire home/apt,3,56
Brooklyn,40.68082,-73.97713,Entire home/apt,3,96
Brooklyn,40.70318,-73.92609,Private room,1,302
Manhattan,40.73682,-74.00238,Entire home/apt,2,361
Queens,40.69578,-73.90261,Private room,2,174
Queens,40.71848,-73.85025,Entire home/apt,2,4
Brooklyn,40.72334,-73.93745,Private room,1,160
Brooklyn,40.68675,-73.97713,Entire home/apt,2,256
Manhattan,40.76333,-73.99141,Private room,1,207
Manhattan,40.73372,-73.99834,Entire home/apt,3,18
Manhattan,40.74138,-73.98814,Entire home/apt,28,315
Brooklyn,40.71622,-73.94273,Private room,14,86
Manhattan,40.74417,-73.97206,Entire home/apt,29,316
Brooklyn,40.69076,-73.95481,Entire home/apt,1,158
Queens,40.72661,-73.86046,Entire home/apt,1,157
Brooklyn,40.7011,-73.92194,Private room,1,74
Brooklyn,40.67422,-73.98097,Private room,2,158
Manhattan,40.79238,-73.94402,Entire home/apt,2,34
Bronx,40.88723,-73.86351,Private room,1,365
Queens,40.7105,-73.81589,Private room,5,177
Queens,40.66199,-73.772,Private room,1,340
Queens,40.75298,-73.87675,Private room,2,75
Brooklyn,40.66313,-73.91653,Private room,1,36
Manhattan,40.84661,-73.93444,Private room,2,216
Brooklyn,40.71606,-73.96268,Entire home/apt,3,35
Manhattan,40.7862,-73.94413,Private room,30,333
Manhattan,40.80958,-73.95743,Entire home/apt,8,17
Brooklyn,40.67061,-73.8759,Private room,7,313
Manhattan,40.82865,-73.95069,Private room,3,347
Brooklyn,40.63491,-73.91163,Entire home/apt,2,179
Brooklyn,40.67234,-73.92721,Private room,2,302
Brooklyn,40.67024,-73.99349,Private room,1,20
Manhattan,40.76297,-73.98888,Private room,4,163
Queens,40.73095,-73.86411,Shared room,1,78
Queens,40.75749,-73.81983,Private room,1,365
Brooklyn,40.66115,-73.89352,Entire home/apt,2,347
Bronx,40.8149,-73.81545,Entire home/apt,3,365
Brooklyn,40.68765,-73.93208,Private room,30,339
Brooklyn,40.69155,-73.95714,Entire home/apt,4,202
Manhattan,40.79603,-73.94903,Entire home/apt,28,103
Manhattan,40.85041,-73.92645,Private room,3,199
Manhattan,40.76277,-73.96317,Entire home/apt,29,311
Manhattan,40.75912,-73.98985,Private room,1,19
Manhattan,40.82769,-73.94758,Private room,5,89
Brooklyn,40.68373,-73.92377,Entire home/apt,90,137
Manhattan,40.75659,-73.99988,Private room,1,327
Brooklyn,40.63116,-73.92616,Entire home/apt,1,363
Queens,40.70288,-73.81955,Entire home/apt,2,65
Brooklyn,40.71556,-73.94245,Entire home/apt,3,362
Manhattan,40.76777,-73.98932,Entire home/apt,1,365
Manhattan,40.72884,-73.98517,Entire home/apt,25,92
Brooklyn,40.72062,-73.9555,Entire home/apt,2,17
Brooklyn,40.71152,-73.93902,Private room,3,269
Brooklyn,40.65855,-73.93794,Entire home/apt,5,365
Queens,40.70176,-73.90435,Private room,30,347
Brooklyn,40.67594,-73.94839,Entire home/apt,5,88
Bronx,40.82753,-73.92463,Private room,1,365
Manhattan,40.71502,-73.99066,Entire home/apt,4,255
Manhattan,40.85081,-73.9368,Entire home/apt,30,339
Brooklyn,40.70816,-73.9222,Entire home/apt,5,152
Brooklyn,40.69944,-73.99596,Entire home/apt,3,44
Brooklyn,40.70429,-73.94894,Private room,1,89
Manhattan,40.76383,-73.98979,Entire home/apt,4,230
Brooklyn,40.68063,-73.91375,Private room,2,361
Queens,40.6905,-73.85612,Entire home/apt,2,52
Manhattan,40.74499,-73.97937,Entire home/apt,30,268
Brooklyn,40.69621,-73.93467,Private room,1,136
Brooklyn,40.73291,-73.95282,Private room,1,365
Staten Island,40.63014,-74.17459,Entire home/apt,4,363
Queens,40.68542,-73.7926,Private room,1,350
Manhattan,40.75088,-73.971,Entire home/apt,4,100
Manhattan,40.74907,-74.00374,Entire home/apt,4,79
Brooklyn,40.70006,-73.92902,Private room,30,191
Brooklyn,40.6925,-73.94872,Entire home/apt,2,26
Brooklyn,40.64189,-73.99357,Private room,5,364
Brooklyn,40.68474,-73.91825,Entire home/apt,4,333
Queens,40.76002,-73.92252,Private room,1,71
Queens,40.75572,-73.92632,Private room,3,285
Brooklyn,40.62906,-73.92938,Entire home/apt,1,328
Manhattan,40.81301,-73.94502,Entire home/apt,4,245
Manhattan,40.82075,-73.9379,Private room,7,17
Manhattan,40.77639,-73.98269,Entire home/apt,30,219
Manhattan,40.8506,-73.94023,Entire home/apt,6,188
Queens,40.74761,-73.8138,Private room,1,177
Manhattan,40.70629,-74.01535,Entire home/apt,1,326
Brooklyn,40.68515,-73.97381,Entire home/apt,2,41
Manhattan,40.77719,-73.9511,Entire home/apt,2,14
Manhattan,40.76433,-73.98932,Entire home/apt,1,155
Manhattan,40.76229,-73.99628,Entire home/apt,29,335
Manhattan,40.74108,-73.97788,Entire home/apt,30,280
Manhattan,40.77845,-73.98198,Entire home/apt,4,7
Manhattan,40.78373,-73.97182,Entire home/apt,3,304
Manhattan,40.80793,-73.95127,Entire home/apt,2,6
Manhattan,40.73333,-74.0052,Entire home/apt,2,199
Brooklyn,40.67337,-73.88846,Entire home/apt,3,136
Brooklyn,40.71615,-73.95877,Entire home/apt,2,20
Brooklyn,40.69031,-73.93903,Entire home/apt,5,171
Manhattan,40.76097,-73.99959,Entire home/apt,4,159
Brooklyn,40.67737,-73.97159,Private room,8,156
Brooklyn,40.71147,-73.96,Entire home/apt,2,96
Manhattan,40.75974,-73.98623,Private room,1,3
Manhattan,40.76328,-73.9928,Entire home/apt,60,343
Manhattan,40.81826,-73.93882,Private room,1,9
Manhattan,40.76262,-73.98305,Private room,1,319
Manhattan,40.82335,-73.94887,Private room,3,358
Queens,40.7364,-73.91923,Private room,1,346
Manhattan,40.73003,-74.00215,Entire home/apt,30,163
Manhattan,40.77605,-73.98833,Entire home/apt,30,363
Manhattan,40.78697,-73.94469,Private room,2,92
Brooklyn,40.59225,-73.95026,Private room,1,311
Brooklyn,40.66562,-73.93201,Private room,30,163
Manhattan,40.75069,-73.99736,Private room,1,109
Brooklyn,40.678,-73.97118,Private room,1,293
Manhattan,40.73064,-74.00351,Entire home/apt,6,17
Brooklyn,40.71573,-73.93887,Entire home/apt,4,1
Manhattan,40.80073,-73.94328,Shared room,1,72
Staten Island,40.63568,-74.07826,Entire home/apt,4,173
Manhattan,40.73427,-74.00798,Private room,1,125
Queens,40.70008,-73.83344,Private room,7,335
Brooklyn,40.68268,-73.99687,Entire home/apt,2,87
Brooklyn,40.64052,-74.01539,Private room,1,240
Manhattan,40.77905,-73.97939,Entire home/apt,4,2
Brooklyn,40.69294,-73.90744,Private room,7,36
Manhattan,40.75917,-73.98246,Entire home/apt,2,165
Brooklyn,40.71009,-73.95741,Entire home/apt,2,14
Brooklyn,40.67163,-73.88898,Entire home/apt,1,107
Manhattan,40.74079,-73.9775,Entire home/apt,30,332
Manhattan,40.75225,-73.97107,Entire home/apt,1,330
Manhattan,40.74566,-73.99579,Entire home/apt,3,180
Brooklyn,40.62672,-74.02802,Private room,30,208
Manhattan,40.73565,-73.98056,Entire home/apt,30,154
Brooklyn,40.682,-73.95681,Entire home/apt,2,4
Manhattan,40.75393,-73.99992,Entire home/apt,1,362
Manhattan,40.75375,-73.96362,Entire home/apt,30,364
Brooklyn,40.65618,-73.95784,Private room,7,53
Manhattan,40.74864,-73.99398,Private room,2,113
Staten Island,40.6375,-74.07654,Private room,1,359
Manhattan,40.72399,-73.98134,Private room,3,301
Manhattan,40.72632,-73.9846,Entire home/apt,5,163
Queens,40.75221,-73.81533,Private room,1,356
Brooklyn,40.69313,-73.95533,Shared room,1,365
Manhattan,40.7839,-73.94823,Private room,2,3
Brooklyn,40.66684,-73.94753,Private room,30,340
Queens,40.74275,-73.95513,Private room,3,77
Brooklyn,40.684,-73.96368,Private room,1,299
Manhattan,40.79507,-73.97568,Entire home/apt,1,365
Manhattan,40.72915,-74.00106,Private room,5,157
Manhattan,40.72759,-73.98466,Entire home/apt,2,9
Brooklyn,40.69049,-73.96842,Entire home/apt,3,2
Manhattan,40.70429,-74.00714,Entire home/apt,90,115
Manhattan,40.72941,-73.97916,Entire home/apt,28,78
Manhattan,40.75452,-73.96256,Entire home/apt,29,206
Manhattan,40.7469,-73.99038,Entire home/apt,3,345
Manhattan,40.71854,-74.00352,Entire home/apt,3,84
Queens,40.70707,-73.91384,Private room,2,268
Brooklyn,40.67743,-73.97202,Entire home/apt,30,300
Manhattan,40.83638,-73.94294,Entire home/apt,30,323
Manhattan,40.76956,-73.95835,Entire home/apt,30,332
Manhattan,40.76146,-73.96649,Private room,3,265
Queens,40.74594,-73.91727,Entire home/apt,2,128
Queens,40.76075,-73.87943,Private room,1,322
Brooklyn,40.68464,-73.92656,Entire home/apt,3,285
Brooklyn,40.66794,-73.98638,Entire home/apt,5,235
Brooklyn,40.7066,-73.94625,Entire home/apt,2,1
Brooklyn,40.66583,-73.93563,Entire home/apt,30,61
Manhattan,40.74984,-73.99482,Entire home/apt,3,247
Brooklyn,40.6881,-73.94682,Entire home/apt,28,70
Brooklyn,40.69381,-73.94998,Private room,2,365
Brooklyn,40.64232,-73.9572,Private room,3,264
Brooklyn,40.65059,-73.94506,Private room,3,179
Manhattan,40.84121,-73.93881,Entire home/apt,12,88
Bronx,40.80772,-73.91791,Private room,1,44
Manhattan,40.7841,-73.97468,Entire home/apt,30,220
Brooklyn,40.71061,-73.94971,Private room,1,125
Brooklyn,40.69492,-73.94958,Private room,3,25
Manhattan,40.73833,-73.98186,Entire home/apt,30,325
Brooklyn,40.71024,-73.94933,Entire home/apt,3,2
Brooklyn,40.71683,-73.95623,Private room,1,157
Manhattan,40.70513,-74.009,Entire home/apt,30,234
Manhattan,40.86592,-73.9217,Private room,2,89
Brooklyn,40.68517,-73.95563,Entire home/apt,2,338
Manhattan,40.75003,-73.99589,Entire home/apt,14,88
Manhattan,40.79966,-73.94191,Shared room,1,89
Brooklyn,40.68542,-73.96103,Entire home/apt,4,295
Brooklyn,40.646,-73.95455,Private room,7,176
Manhattan,40.72076,-73.98843,Entire home/apt,5,173
Brooklyn,40.69361,-73.94089,Private room,2,47
Brooklyn,40.67234,-73.914,Private room,1,35
Queens,40.75712,-73.8122,Private room,2,365
Brooklyn,40.66048,-73.93335,Entire home/apt,1,7
Brooklyn,40.68922,-73.94626,Entire home/apt,3,261
Queens,40.73873,-73.92435,Private room,30,76
Manhattan,40.72951,-73.99997,Private room,2,125
Manhattan,40.79757,-73.93851,Private room,13,26
Manhattan,40.71382,-73.99609,Entire home/apt,2,18
Brooklyn,40.6824,-73.95039,Private room,1,318
Brooklyn,40.63953,-73.96308,Private room,1,364
Brooklyn,40.69224,-73.93219,Entire home/apt,1,181
Brooklyn,40.66678,-73.98822,Entire home/apt,2,14
Manhattan,40.76684,-73.95944,Entire home/apt,7,44
Brooklyn,40.66447,-73.91743,Private room,2,249
Manhattan,40.74428,-73.97809,Entire home/apt,3,236
Brooklyn,40.6901,-73.99247,Entire home/apt,5,9
Queens,40.73591,-73.92415,Private room,2,57
Manhattan,40.76191,-73.94934,Private room,25,149
Manhattan,40.73652,-73.98458,Private room,4,249
Manhattan,40.80769,-73.95497,Private room,1,293
Manhattan,40.73223,-74.00499,Entire home/apt,2,41
Manhattan,40.76274,-73.99118,Entire home/apt,31,237
Manhattan,40.74928,-73.99633,Entire home/apt,3,53
Manhattan,40.79115,-73.94663,Private room,3,175
Brooklyn,40.71554,-73.96246,Entire home/apt,1,47
Brooklyn,40.6878,-73.91452,Entire home/apt,3,255
Brooklyn,40.69516,-73.93213,Private room,5,167
Queens,40.756,-73.91386,Private room,1,100
Manhattan,40.76886,-73.95877,Entire home/apt,30,156
Bronx,40.8679,-73.90023,Private room,2,302
Queens,40.74647,-73.88258,Private room,3,358
Manhattan,40.7631,-73.99133,Entire home/apt,2,194
Brooklyn,40.70781,-73.94479,Entire home/apt,2,59
Brooklyn,40.69271,-73.91361,Private room,30,339
Manhattan,40.76357,-73.98906,Private room,2,124
Manhattan,40.77456,-73.95323,Entire home/apt,1,164
Staten Island,40.58796,-74.07205,Private room,1,362
Manhattan,40.74426,-73.9825,Entire home/apt,5,137
Brooklyn,40.59592,-73.97523,Entire home/apt,30,216
Brooklyn,40.67753,-73.91688,Entire home/apt,4,211
Bronx,40.80816,-73.93176,Shared room,1,64
Brooklyn,40.63531,-73.96546,Private room,2,65
Manhattan,40.74755,-74.00394,Private room,1,31
Manhattan,40.81187,-73.95393,Entire home/apt,2,314
Manhattan,40.75526,-73.9945,Entire home/apt,1,267
Manhattan,40.80347,-73.93522,Private room,1,314
Manhattan,40.72485,-73.98422,Private room,2,2
Manhattan,40.79794,-73.93876,Shared room,2,15
Staten Island,40.55762,-74.19626,Entire home/apt,5,55
Manhattan,40.80731,-73.94516,Private room,30,198
Brooklyn,40.68906,-73.93751,Entire home/apt,2,142
Manhattan,40.81693,-73.94562,Private room,5,320
Manhattan,40.81486,-73.93941,Entire home/apt,1,6
Manhattan,40.72296,-73.98322,Entire home/apt,1,287
Manhattan,40.75834,-73.99277,Private room,1,149
Manhattan,40.75774,-73.99523,Entire home/apt,30,356
Brooklyn,40.68322,-73.98968,Entire home/apt,1,197
Manhattan,40.75501,-73.96594,Entire home/apt,30,342
Manhattan,40.79774,-73.93244,Private room,2,166
Queens,40.74146,-73.89341,Private room,30,246
Brooklyn,40.71749,-73.96362,Entire home/apt,30,211
